Date Made Public,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,breach_type_gA,breach_type_gB,breach_type_gC,breach_type_gD,region_A,region_B,age_of_Law,org_group,records_group,records_index,records_scale,type_scale,org_scale,severity_index1,severity_index2,severity_index3,severity_index4,severity_index5
2011-08-01,University of North Carolina - Chapel Hill,North Carolina,PHYS,EDU,30,"Someone broke into the UNC-Chapel Hill judicial office and took the files of 30 students. The break-in was discovered at the beginning of the day on Monday. University student affairs officials contacted each of the students who had their records stolen.UPDATE (8/9/2011): A suspect was caught. He was arrested on charges of breaking-and entering, larceny and possession of stolen goods.",Databreaches.net,,2011,35.9132,-79.05584499999999,Others,Mixed,Offline,Local,South,Southeast,14,F_regulated,Others,3.607634222778062e-05,9.999999999999066,7,8,16.999999999999066,17.999999999999066,24.999999999999066,8.333333333333021,2.333333333331776
2011-08-10,University of Wisconsin - Milwaukee,Wisconsin,HACK,EDU,79000,"On May 25, University technology staff learned that unauthorized individuals had installed computer viruses on a University server.  It housed a software system for managing confidential information.  The names and Social Security numbers or people associated with the University could have been exposed.  There was no evidence that unauthorized parties had attempted to download the confidential information.",Databreaches.net,,2011,43.038903000000005,-87.906474,Hacker,Outsider,Online,Network,Midwest,Midwest,13,F_regulated,Others,0.09500103453315563,10.0,10,8,20.0,18.0,28.0,9.333333333333334,1.3333333333333335
2011-08-10,Cal Poly Pomona,California,DISC,EDU,38,"On August 2, a lecturer working in a student lab discovered that two files on a server could be accessed by faculty members, staffers and students from the College of Business Administration.  The files were confidential and included personal information such as names and Social Security numbers.  A total of 38 current and former faculty members were affected by the breach.  The University determined that the information had not been digitally copied by anyone.",Databreaches.net,,2011,34.060833,-117.75583300000001,Others,Insider,Others,Network,West,West,16,F_regulated,Others,4.569670015518878e-05,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2011-08-10,Department of Social and Health Services - Washington,Washington,DISC,GOV,3950,"A coding error caused mailing mistakes to be made in July.  Medical enrollment forms with the addresses of custodial parents were sent to non-custodial parents.  However, no addresses were disclosed in cases involving foster care of domestic violence.",Databreaches.net,,2011,47.60621,-122.332071,Others,Insider,Others,Network,West,West,14,non_F_regulated,Others,0.004750051726657781,10.0,1,1,11.0,11.0,12.0,4.0,27.0
2011-08-13,St. Francis Hospital,Delaware,PORT,MED,474,"A doctor lost a thumb drive that contained the personal health care information of 474 maternity patients.  It did not contain names, financial information or SSNs.  The thumb drive was returned to the doctor on June 11 by an anonymous sender.  The doctor had not realized it was missing and reported the incident to St. Francis on June 13.  The doctor was authorized to remove the thumb drive from the Hospital, but it should have been encrypted and password protected.",PHIPrivacy.net,,2011,39.745833000000005,-75.546667,Others,Mixed,Offline,Local,South,Northeast,14,F_regulated,Others,0.0005700062071989338,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-08-16,Purdue University,Indiana,HACK,EDU,7093,"An unauthorized person broke into Purdue's computer system on April 5, 2010, and tried to use the server to attack other servers.  Purdue staff learned of the breach three days latter and began an assessment. The server was taken offline and staff later determined that Social Security numbers belonging to current and former students who took mathematics courses and a limited number of faculty, faculty family members and contractors were exposed.  The Social Security numbers were then matched to their owners and notification was sent to the Attorney General's office in June of 2011.  ",Databreaches.net,,2011,40.425869,-86.908066,Hacker,Outsider,Online,Network,Midwest,Midwest,13,F_regulated,Others,0.008529649847388264,10.0,10,8,20.0,18.0,28.0,9.333333333333334,1.3333333333333335
2011-08-12,"Reznick Group, AssureCare Risk Management Inc, Colonial Healthcare Inc, Gypsum Management and Supply",Minnesota,HACK,BSF,25330,"Reznick's former service provider AssureCare reported a breach of a server that contained Reznick information.  The information from employee benefits plans from 2001 to 2006 could have been accessed by outside parties.  Current and former employees and their spouses may have had their names, Social Security numbers, addresses, dates of birth and medical information exposed.  The server was accessed by external intruders on May 9 and May 10 of 2011.UPDATE (10/13/2011): Employees enrolled in Gypsum's health and dental care plans were also affected.",PHIPrivacy.net,,2011,45.010519,-93.45550899999999,Hacker,Outsider,Online,Network,Midwest,Midwest,13,F_regulated,Others,0.0304604582876561,10.0,10,9,20.0,19.0,29.0,9.666666666666666,0.3333333333333333
2011-08-15,"North Carolina State University (NCSU), Gardners Elementary School, Wells Elementary School, Ashley Chapel Elementary School",North Carolina,DISC,EDU,1800,"A server that contained data from school children in Wilson and Richmond counties was mistakenly put online.  The information was gathered between 2003 and 2006 as part of a research study on classroom practices.  It included names, Social Security numbers and dates of birth.  A concerned parent notified the state Department of Public Instruction after finding the information online. The error was fixed in July, though it is unclear how long the information was available online.",Databreaches.net,,2011,35.772096000000005,-78.638615,Others,Insider,Others,Network,South,Southeast,14,F_regulated,Others,0.002164580533666837,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2011-08-14,Bay Area Rapid Transit (BART),California,HACK,GOV,2450,"Anonymous has claimed responsibility for a hack of BART's user database.  A list with the first and last names, email addresses, passwords, phone numbers, full addresses and other personal information of MyBart.gov users was posted publicly.  MyBart.gov users should change their login information for other sites if they used the same login information for MyBart.gov. Anonymous exposed the security holes in BART's database in order to protest BART's temporary suspension of wireless service throughout BART stations.  BART had already been criticized for disabling wireless service in an attempt to counter protests over a fatal officer-involved shooting.  The MyBart.gov homepage was also defaced.",Databreaches.net,,2011,37.77493,-122.419416,Hacker,Outsider,Online,Network,West,West,16,non_F_regulated,Others,0.0029462346152687503,10.0,10,1,20.0,11.0,21.0,7.0,27.0
2011-06-13,Bethesda Softworks,Maryland,HACK,BSR,200000,"The Bethesda website was hacked sometime during the weekend of June 11.  User names, email addresses and passwords may have been exposed.  Users should change their login information for other sites if they used the same login information for Bethesda.  The hacker group LulzSec claimed that it had obtained the personal data of over 200,000 users of the game Bethesda game Brink.",Databreaches.net,,2011,39.083997,-77.15275799999999,Hacker,Outsider,Online,Network,South,Northeast,11,non_F_regulated,Others,0.2405089481852041,10.0,10,3,20.0,13.0,23.0,7.666666666666667,16.333333333333336
2011-06-13,"Jackson Memorial Hospital, Jackson Health System",Florida,INSD,MED,1800,An unidentified former employee inappropriately accessed the the financial information of hospital patients.  The employee was fired and the department they worked in was not revealed.,Databreaches.net,,2011,25.788969,-80.226439,Others,Insider,Others,Others,South,Southeast,14,F_regulated,Others,0.002164580533666837,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-08-19,The Health Plan of San Mateo (HPSM),California,DISC,MED,694,"Member notifications of approval of medical procedures were sent to the incorrect addresses.  Each approval letter contained the member's name, address, service requested, and HPSM member ID number.  The mistake was discovered on June 9, 2011 and the programming error that caused it was immediately fixed.  ",HHS via PHIPrivacy.net,,2011,37.562992,-122.325525,Others,Insider,Others,Network,West,West,16,F_regulated,Others,0.0008345660502026582,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2011-08-19,Mount Sinai Multispecialty Physicians Practice,New York,PORT,MED,720,"Two laptop computers were discovered missing from Mount Sinai's office in Long Island City, Queens.  A public notice was made on July 11 of 2011.  The laptops contained the names, Social Security numbers and diagnosis information of patients.  Mount Sinai encrypted all hard drives that contained confidential information in order to protect patients in the future.",PHIPrivacy.net,,2011,40.714353,-74.005973,Others,Mixed,Offline,Local,Northeast,Northeast,14,F_regulated,Others,0.0008658322134667348,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-08-11,"Energy Federation, Inc.",Massachusetts,HACK,BSO,20,"Two malware pieces were discovered on Energy Federation's server on July 12.  They appear to have been inserted on July 7 and July 10.  The purpose of the malware was to collect information on the server. Customer names, credit card numbers and expiration dates, and contact information could have been exposed.  At least 20 New Hampshire residents were affected by the breach, but the total number of affected customers nationwide was not revealed.",Databreaches.net,,2011,42.269539,-71.616178,Hacker,Outsider,Online,Network,Northeast,Northeast,12,non_F_regulated,Others,2.405089481852041e-05,9.999999979388463,10,6,19.999999979388463,15.999999979388463,25.999999979388463,8.666666659796155,5.3333333058512835
2011-08-11,TGI Fridays,Maryland,INSD,BSR,73,"A former waiter was indicted on charges of copying and selling the numbers from 73 customer credit cards.  The 16 charges include theft, identity theft, and conspiracy to commit theft.  The former employee is believed to have used a skimmer to copy the credit card numbers of restaurant patrons between December of 2009 and April 2010.  The employee was caught when two Secret Service employees who had eaten at the restaurant noticed unauthorized charges on their credit cards.  ",Databreaches.net,,2011,39.099275,-76.84830600000001,Others,Insider,Others,Others,South,Northeast,11,non_F_regulated,Others,8.77857660875995e-05,10.0,7,3,17.0,13.0,20.0,6.666666666666667,12.333333333333334
2011-08-13,University of Hawaii - Kapi'olani Community College,Hawaii,PHYS,EDU,2000,"A worker noticed that boxes of sensitive financial records were out of place.  Some boxes were discovered to be missing and officials began searching for them on July 1.  The breach was reported to students during the first week of August.  It is unclear when the boxes were taken and there was no sign of forced entry into the area where they were stored.  The files contained names, addresses, Social Security numbers and credit cards.  People who made transactions with credit cards between February and November of 2010 for non-credit classes, transcript requests, or payment of non-resident fees were effected.  ",Databreaches.net,,2011,21.306944,-157.85833300000002,Others,Mixed,Offline,Local,West,West,12,F_regulated,Others,0.002405089481852041,10.0,7,8,17.0,18.0,25.0,8.333333333333334,2.3333333333333335
